ID,Name,Type,Episodes,Rating,Realease_year,Genres,Release_season,Studio
12803,Arion,Movie,0,3.01,1986,"Adventure, Fantasy",,Sunrise
12804,Onimusha: Dawn of Dreams,OVA  ,1,3.01,2006,"Action, Demons",,
12805,Shining Hearts Picture Drama,DVD S,0,3.01,2012,Picture Drama,,Production I.G
12806,Predawn: Universal Mind,Music,0,3.01,2016,Abstract,,
12807,Xi Avant,Movie,0,3.01,2011,"Sci Fi, Shorts",,Production I.G
12808,Cat Planet Cuties: Come Drop By - Owari,DVD S,0,3.01,2011,Comedy,,AIC PLUS+
12809,The Laws of Eternity,Movie,0,3.01,2006,"Adventure, Fantasy",,Toei Animation
12810,"Boku, Otaryman.",OVA  ,2,3.01,2010,"Comedy, Slice of Life",,Studio Puyukai
12811,Aquarian Age,TV   ,13,3.01,2002,"Drama, Mystery",Winter,MADHOUSE
12812,Chou Denei-ban SD Gundam Sangokuden Brave Battle Warriors,Movie,0,3.01,2010,"Action, Mecha",,Sunrise
12813,Boys Be...,TV   ,13,3.01,2000,"Comedy, Drama",Spring,Hal Film Maker
12814,Boku no Lyric no Bouyomi: Boku wa Mou Inai,Music,0,3.01,2019,,,
12815,Aki Sora: Yume no Naka,OVA  ,2,3.01,2010,"Ecchi, Romance",,Hoods Entertainment
12816,KING’S RAID: Successors of the Will,TV   ,26,3.01,2020,"Action, Fantasy",Fall ,OLM
12817,Pokemon XY: New Year's Eve 2014 Super Mega Special,TV Sp,0,3.01,2014,"Adventure, Fantasy",,OLM
12818,Mechano Scientific Attack Force,OVA  ,3,3.01,1995,"Comedy, Abstract",,
12819,Tokiwa Kitareri!!,Other,0,3.01,2016,"Action, Shounen",,J.C.Staff
12820,Senran Kagura Specials,DVD S,0,3.01,2013,"Ecchi, Fantasy",,Artland
12821,Yuyoyuppe: Reon,Music,0,3.01,2012,Vocaloid,,
12822,Muv-Luv Alternative: Total Eclipse - Pre-Climax Special,TV Sp,0,3.01,2012,"Action, Mecha",,aNCHOR
12823,Miami Guns,TV   ,13,3.01,2000,"Action, Comedy",Winter,Group TAC
12824,Pandalian,TV   ,26,3.01,2005,"Adventure, Fantasy",Winter,Planet
12825,Stitch!: Best Friends Forever,TV   ,29,3.01,2010,"Sci Fi, Aliens",Summer,Shin-Ei Animation
12826,Kinpatsu no Jeanie,TV   ,13,3.01,1979,"Romance, America",,Dax Production
12827,Katana Maidens: Mini Toji,TV   ,10,3.01,2019,"Slice of Life, Chibi",Winter,Project No.9
12828,Nem: Meruhen Kareshi to Meruhen Kanojo,Music,0,3.01,2013,Vocaloid,,
12829,DOIMOI: Circles,Music,0,3.01,2012,,,
12830,Kinako Nishinakajima: Instant,Music,0,3.01,2017,,,
12831,Miru Tights Special,DVD S,0,3.01,2019,"Ecchi, Fetish",,Yokohama Animation Lab
12832,Ojiisan no Densha,Music,0,3.01,1984,"Family Friendly, Minna no Uta",,
12833,Days of Delight PV,Web  ,1,3.01,2018,"Music, No Dialogue",,
12834,TOHO Cinemas x One Piece Film: Gold - Tokubetsu Eizou,Other,0,3.01,2016,Commercials,,Toei Animation
12835,HoneyWorks: Ima Chotto Dake Wadai no Kamisama,Music,0,3.01,2013,"Gods, Supernatural",,
12836,Hanaori,Movie,0,3.01,1968,"Feudal Japan, Shorts",,
12837,Suntory Minami Alps no Tennen Mizu,Other,0,3.01,2016,"Commercials, Promotional",,CoMix Wave Films
12838,Mobile Suit SD Gundam Mk V,OVA  ,3,3.01,1990,"Comedy, Mecha",,Sunrise
12839,Arigatou Thank You,Music,0,3.01,2004,"Aliens, Family Friendly",,
12840,Babel II OVA,OVA  ,4,3.01,1992,"Mecha, Sci Fi",,J.C.Staff
12841,Lupin VIII: Arsene and Cie,OVA  ,1,3.01,2012,"Action, Criminals",,TMS Entertainment
12842,PiKA PiKA,Movie,0,3.01,2006,"Abstract, No Dialogue",,
12843,Boku no Lyric no Bouyomi: Asayake to Nettaigyo,Music,0,3.01,2018,,,
12844,Sakura Diaries,OVA  ,12,3.01,1997,"Drama, Ecchi",,SHAFT
12845,Maken Liner 0011 Henshin Seyo!,Movie,0,3.01,1972,"Sci Fi, Aliens",,Toei Animation
12846,Shining Hearts Specials,DVD S,0,3.01,2012,"Comedy, Chibi",,Production I.G
12847,Stitch!: Best Friends Forever - Ace's Back,TV Sp,0,3.01,2011,"Disney, Family Friendly",,Shin-Ei Animation
12848,Himitsukessha Taka no Tsume: Teikyou Kakutoku Daisakusen - Sakusen Kaigi,Web  ,12,3.01,2009,"Comedy, Commercials",Fall ,DLE
12849,Notation of Rotating Earth,Movie,0,3.01,2009,"Abstract, No Dialogue",,
12850,Yugami-kun ni wa Tomodachi ga Inai CM,Other,0,3.01,2013,"Commercials, Promotional",,A-1 Pictures
12851,Alice or Alice: Siscon Nii-san to Futago no Imouto Recap,TV Sp,0,3.01,2018,"Comedy, Slice of Life",,EMT Squared
12852,Mr. Shape: High Touch Gymnastics,Other,0,3.01,2015,"Educational, Family Friendly",,Koo-Ki
12853,"Nasu Highland Park Horror Attraction ""Sema Kuruoshii Ie""",Web  ,1,3.01,2019,"Horror, Promotional",,
12854,Kimi no Matsu Basho e,Web  ,1,3.01,2018,"Sci Fi, Promotional",,
12855,dOPPO: Owakare,Music,0,3.01,2012,"Music, Stop Motion Animation",,
12856,Akai Jitensha,Music,0,3.01,1999,"Family Friendly, Minna no Uta",,
12857,Funassyi no FunaFunaFuna Biyori,TV   ,130,3.01,2015,"Comedy, Slice of Life",Spring,Asahi Production
12858,Yurumates 3D,TV   ,13,3.01,2012,"Comedy, Seinen",Spring,C2C
12859,Hakuchuu Meikyuu,Web  ,1,3.01,2004,"Abstract, Black and White",,
12860,Kumo ga Haretara,Music,0,3.01,1987,"Family Friendly, Minna no Uta",,
12861,Legend of Crystania: The Motion Picture,Movie,0,3.01,1995,"Action, Adventure",,Triangle Staff
12862,Polaris: Graduation,Music,0,3.01,2018,,,
12863,Taku Tomizawa: Dare no Tame ni Sakura wa Saku,Music,0,3.01,2018,Stop Motion Animation,,
12864,Inferious Wakusei Senshi Gaiden Condition Green,OVA  ,6,3.01,1991,"Action, Sci Fi",,
12865,RG Veda,OVA  ,2,3.01,1991,"Fantasy, Shoujo",,Studio Signal
12866,Ambassador Magma,OVA  ,13,3.01,1993,"Sci Fi, Shounen",,Tezuka Productions
12867,Super Short Comics,Web  ,8,3.01,2015,"Comedy, Episodic",Fall ,Steve N' Steven
12868,Kitsunetsuki: Tengu Desu,Music,0,3.01,2018,"Japanese Mythology, Youkai",,
12869,Phantom Hunter Miko,OVA  ,2,3.01,2000,"Comedy, Ecchi",,Shinkuukan
12870,Fast Week,Web  ,1,3.01,2015,"Abstract, Food and Beverage",,
12871,Han-kun: Tonight,Music,0,3.01,2015,,,
12872,Aitata Bocchi,Other,0,3.01,2016,"Food Protagonists, Non-Human Protagonists",,
12873,Magical Meow Meow Taruto,TV   ,12,3.01,2001,"Comedy, Seinen",Summer,MADHOUSE
12874,Ninja Gaiden,OVA  ,1,3.01,1991,"Action, Assassins",,Studio Junio
12875,Queen's Blade: Rebellion Specials,DVD S,0,3.01,2012,"Ecchi, Borderline H",,ARMS
12876,Raven Tengu Kabuto: The Golden-Eyed Beast,OVA  ,1,3.01,1992,"Action, Shounen",,Nakamura Animation
12877,Kotatsu Neko,TV   ,26,3.01,2009,"Comedy, Animal Protagonists",Fall ,Iyasakadou
12878,My Friend Bernard,Movie,0,3.01,2007,"Adventure, Comedy",,RG Animation Studios
12879,Imeruat: TeNiOE,Music,0,3.01,2014,,,
12880,91 Daze,DVD S,0,3.01,2016,"Comedy, Chibi",,Shuka
12881,Can You See? I'm Sushi,Music,0,3.01,2018,"Family Friendly, Food and Beverage",,
12882,"Nora, Princess, and Stray Cat: Nora Fuku Ekichou Shuunin Shiki",Web  ,1,3.01,2018,"Comedy, Cats",,
12883,Bobby's In Deep,Movie,0,3.01,1985,"Drama, Romance",,MADHOUSE
12884,Pankunchi,Web  ,10,3.01,2007,"Bears, Family Friendly",,Sanrio
12885,Platonic Chain: Web,Web  ,1,3.00,2003,Drama,,
12886,009 Re:Cyborg: Seishain Cyborg 003,Other,0,3.00,2012,"Sci Fi, Commercials",,
12887,Ben-To Picture Drama,DVD S,0,3.00,2011,Picture Drama,,David Production
12888,Saint Luminous Jogakuin,TV   ,13,3.00,1998,"Drama, Mystery",Fall ,Triangle Staff
12889,Seraphim Call,TV   ,12,3.00,1999,"Drama, Slice of Life",Fall ,Sunrise
12890,Doubutsu Olympic Taikai,Movie,0,3.00,1928,"Sports, Animal Protagonists",,
12891,Denki Groove: Hikenai Guitar wo Hikundaze,Music,0,3.00,2004,,,
12892,Irodorimidori: Light Speed Days,Music,0,3.00,2019,Idols,,
12893,Momoiro Sisters,TV   ,24,3.00,1998,"Comedy, Slice of Life",Summer,Studio DEEN
12894,Senran Kagura,TV   ,12,3.00,2013,"Action, Ecchi",Winter,Artland
12895,100% Pascal-sensei,Web  ,6,3.00,2016,"Comedy, Family Friendly",Fall ,OLM
12896,Irodorimidori: Black'n White JAMMIN' CATS,Music,0,3.00,2018,Idols,,
12897,Fate/Grand Order x Himuro no Tenchi: 7-nin no Saikyou Ijin-hen,TV Sp,0,3.00,2017,"Comedy, Fantasy",,ufotable
12898,Moso Calibration: Gekiyaba Bokkan!!,Music,0,3.00,2017,Action,,
12899,Irodorimidori: Crescendo Story,Music,0,3.00,2018,"Idols, Music",,
12900,Pa's Lam System: I'm Coming,Music,0,3.00,2017,"Sci Fi, Cars",,
12901,School Days,TV   ,12,3.00,2007,"Drama, Ecchi",Summer,TNK
12902,D4 Princess,TV   ,24,3.00,1999,"Action, Comedy",Spring,Daume
12903,Show By Rock!! Legend of Shingan Crimsonz,Web  ,3,3.00,2013,"Comedy, Chibi",,
12904,Play Ball,TV   ,13,3.00,2005,"Shounen, Sports",Summer,Eiken
12905,Cyborg 009: The Reopening,Other,0,3.00,2010,"Action, Sci Fi",,Production I.G
12906,Wild Adapter,OVA  ,2,3.00,2014,"Action, Drama",,Anpro
12907,Elf Princess Rane,OVA  ,2,3.00,1995,"Action, Adventure",,Dangun Pictures
12908,Angel Cop,OVA  ,6,3.00,1989,"Sci Fi, Police",,D.A.S.T Corporation
12909,Asteroid in Love: Recap - Sparkle's Special Issue,TV Sp,0,3.00,2020,"Astronomy, Recap",,Doga Kobo
12910,Sister Princess Re Pure,TV   ,13,3.00,2002,"Comedy, Drama",Fall ,Zexcs
12911,Fantasia Sango: Realm of Legends,TV   ,0,3.00,2022,"Action, Fantasy",Winter,Geek Toys
12912,Kano: Dear Brave,Music,0,3.00,2015,Childhood Friends,,
12913,Super Kuma-san,TV Sp,0,3.00,2003,"Comedy, Fantasy",,Toei Animation
12914,Mirai Koushi Harima SACLA NEX RAY,Other,0,3.00,2017,"Sci Fi, Promotional",,Kamikaze Douga
12915,Ichirin-Sha,Other,0,3.00,2010,"Action, Mecha",,Nomad
12916,Sanjougattai Transformers Go!,OVA  ,10,3.00,2013,"Action, Mecha",,Tatsunoko Production
12917,Shinmai 'FUREAI' Net. Concept Movie,Web  ,1,3.00,2015,"Promotional, Shorts",,
12918,Happy Bogeys,Movie,0,3.00,2000,Non-Human Protagonists,,
12919,Kuruu Crew: Jah Jhaka,Music,0,3.00,2010,Abstract,,
12920,SOS! Tokyo Metro Explorers: The Next,Movie,0,3.00,2007,"Adventure, Family Friendly",,Sunrise
12921,Tokyo Art Month,Web  ,1,3.00,2011,Shorts,,Saigo no Shudan
12922,Akisutozeneko,Music,0,3.00,2001,Minna no Uta,,
12923,Laughing Target,OVA  ,1,3.00,1987,"Horror, Seinen",,Pierrot
12924,Ketsuekigata-kun!,TV   ,13,3.00,2013,"Comedy, Anthropomorphic",Spring,Assez Finaud Fabric.
12925,Hikaru Genji: Taiyou ga Ippai,Music,0,3.00,1993,,,
12926,Kick!,Web  ,1,3.00,2016,"Comedy, Family Friendly",,
12927,Chase the Rice Ball,Web  ,1,3.00,2016,"Comedy, Family Friendly",,
12928,Gesu no Kiwami Otome: Muku na Kisetsu,Music,0,3.00,2015,,,
12929,Dear-Natura CM: Nanto!,Web  ,1,3.00,2020,"Comedy, Commercials",,
12930,Yakusoku (2009),Movie,0,3.00,2009,"Shorts, Original Work",,
12931,Nike Japan: Just Do It,Web  ,1,3.00,2018,"Sports, Commercials",,
12932,Tamaki: Yasoukyoku,Music,0,3.00,2011,,,
12933,Kaito x Ansa,TV   ,12,3.00,2017,"Fantasy, Mystery",Summer,Tengu Kobou
12934,Kiseki,Other,0,3.00,1963,Shorts,,
12935,Nissin Men-nashi Donbei x Himote House,Web  ,4,3.00,2018,"Comedy, Promotional",,
12936,"Wake Up, Girl Zoo! Taiwan de Go!",Other,0,3.00,2017,"Comedy, Zoo",,
12937,Hanabira,Music,0,3.00,2011,,,
12938,Yanesenondo,Web  ,1,3.00,2009,"Animal Protagonists, Anthropomorphic",,
12939,Manga Revue Haru,Movie,0,3.00,1931,"Animal Protagonists, Black and White",,
12940,Blade & Soul,TV   ,13,3.00,2014,"Action, Fantasy",Spring,GONZO
12941,Beyblade: Shogun Steel Specials,DVD S,0,3.00,2013,"Shounen, Family Friendly",,Synergy SP
12942,Xiao Kedou Zhao Mama,Movie,0,3.00,1960,"Animal Protagonists, Black and White",,Shanghai Animation Film Studio
12943,Yuki no Yo no Yume,Movie,0,3.00,1947,"Black and White, Shorts",,
12944,Minimoni: Minihams no Kekkon Song,Music,0,3.00,2002,"Animal Protagonists, Anthropomorphic",,
12945,Moving Colors,Movie,0,3.00,2016,"Abstract, Shorts",,
12946,Seikimatsu Darling,OVA  ,1,3.00,1996,"BL, Comedy",,
12947,Gigant Shooter Tsukasa,TV   ,32,3.00,2014,"Action, Comedy",Spring,Fanworks
12948,Itsudatte My Santa!,OVA  ,2,3.00,2005,"Comedy, Romance",,TNK
12949,Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,Movie,0,3.00,2001,"Comedy, Shorts",,
12950,Master of Torque 2,Web  ,1,3.00,2015,"Motorcycles, Promotional",Winter,Simogumi
12951,Blade,TV   ,12,3.00,2011,"Action, Marvel Comics",Summer,MADHOUSE
12952,Ahiru no Pekkle no Ahiru no Drakestail,OVA  ,1,3.00,2001,"Fantasy, Animal Protagonists",,Sanrio
12953,Usavich Zero,TV   ,13,3.00,2015,"Comedy, Animal Protagonists",Spring,Kanaban Graphics
12954,Monster Strike the Animation: Trouble in Monster Strike,Web  ,1,3.00,2018,"Fantasy, Monsters",Summer,Marza Animation Planet
12955,Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,OVA  ,1,3.00,1988,,,Toei Animation
12956,"Evangelion Shito, Hakata Shuurai",Movie,0,3.00,2019,"Action, Mecha",,Khara
12957,Yamishibai: Japanese Ghost Stories 8th Season,TV   ,13,3.00,2021,"Horror, Episodic",Winter,ILCA
12958,Suzy's Zoo Daisuki! Witzy,TV   ,25,3.00,2011,"Fantasy, Slice of Life",Spring,Digital Media Lab
12959,Wake up!! TAMALA,Movie,0,3.00,2010,"Animal Protagonists, Anthropomorphic",,
12960,Matoi the Sacred Slayer Recap,TV Sp,0,3.00,2016,"Fantasy, Magical Girl",,WHITE FOX
12961,Muteking the Dancing Hero,TV   ,12,3.00,2021,"Action, Comedy",Fall ,Tezuka Productions
12962,MARS RED: Zero Kikan Nippou,Web  ,5,3.00,2020,"Comedy, Chibi",,AQUA ARIS
12963,Aura Battle Dunbine: The Tale of Neo Byston Well,OVA  ,3,3.00,1988,"Action, Fantasy",,Sunrise
12964,Saishuu Shiken Kujira Progressive,OVA  ,1,3.00,2008,"Fantasy, Romance",,Zexcs
12965,Kemono Friends 2,TV   ,12,3.00,2019,"Animal Protagonists, Anthropomorphic",Winter,Tomason
12966,Divergence Eve: Misaki Chronicles,TV   ,13,0.00,2004,"Action, Ecchi",Winter,Radix Ace Entertainment
12967,Chidori RSC,TV   ,12,2.99,2019,"Comedy, Seinen",Fall ,Studio 3Hz
12968,Assemble Insert,OVA  ,2,2.99,1989,"Comedy, Sci Fi",,Studio Coa
12969,Attack on Titan: Attack on Celebrity,Other,0,2.99,2019,"Comedy, Fantasy",,
12970,W Wish,TV   ,13,2.99,2004,"Drama, Harem",Fall ,Picture Magic
12971,Aria the Scarlet Ammo AA,TV   ,12,2.99,2015,"Action, Seinen",Fall ,Doga Kobo
12972,Arata-naru Sekai,OVA  ,1,2.99,2012,"Mystery, Sci Fi",,MADHOUSE
12973,BLAME!,Web  ,6,2.99,2003,"Sci Fi, Seinen",,Group TAC
12974,Mobile Suit Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,DVD S,0,2.99,2014,"Mecha, Sci Fi",,Sunrise
12975,One Million-Year Trip: Bander Book,TV Sp,0,2.99,1978,"Adventure, Sci Fi",,Tezuka Productions
12976,Someone Else’s BL Cartoon Prologue,Web  ,1,2.99,2018,"BL, Romance",,
12977,Takamiya Nasuno desu!,TV   ,12,2.99,2015,"Comedy, Shounen",Spring,Millepensee
12978,Megumi,Web  ,1,2.99,2008,"Historical, Political",,Trans Arts
12979,Kujibiki Unbalance OVA,OVA  ,3,2.99,2004,"Comedy, Ecchi",,Ajia-do
12980,Hello Kitty no Cinderella,Movie,0,2.99,1989,"Fantasy, Animal Protagonists",,
12981,23.exe: Feel so good,Music,0,2.99,2018,"Adventure, Fantasy",,
12982,The Baby Birds of Norman McLaren,Movie,0,2.99,2014,"Abstract, Shorts",,
12983,Youchien Senshi: Hanamaru Girls,DVD S,0,2.99,2010,"Comedy, Magical Girl",,
12984,Phantom of Kill,Other,0,2.99,2016,"Action, Fantasy",,Production I.G
12985,Robot Girls Z,TV   ,0,2.99,2014,"Action, Comedy",Winter,Toei Animation
12986,Inazuma Eleven x Despicable Me,Other,0,2.99,2011,"Comedy, Crossover",,OLM
12987,Spookiz: Trick or Treat,Music,0,2.99,2015,"Demons, Family Friendly",,
12988,Pinocchio-P: Wonderful World,Music,0,2.99,2010,Vocaloid,,
12989,Fuyu no Hi,Movie,0,2.99,2003,"Abstract, Shorts",,IKIF
12990,Irodorimidori: Prism,Music,0,2.99,2018,"Idols, Music",,
12991,DEMIAN,Web  ,1,2.99,2012,"Action, Mecha",,
12992,Big Fish & Begonia (2004),Web  ,1,2.99,2004,"Adventure, Drama",,
12993,Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou,Web  ,1,2.99,2017,"Comedy, Commercials",,DLE
12994,out of service: Magic Hour,Music,0,2.99,2014,Vocaloid,,
12995,Shimon Masato: Hone Hone Rock,Music,0,2.99,1976,"Dancing, Prehistoric",,
12996,People In The Box: Balloon,Music,0,2.99,2013,,,
12997,Thunderbirds 2086,TV   ,24,2.99,1982,"Action, Adventure",,
12998,Utsukushii Hoshi,Movie,0,2.99,1974,"Abstract, Shorts",,
12999,Persona 3 the Movie Meets “Walkman”,Web  ,1,2.99,2016,"Commercials, Promotional",,A-1 Pictures
13000,Sorcerer On The Rocks,OVA  ,2,2.99,1999,"Comedy, Ecchi",,Daume
13001,Eye Drops,Web  ,4,2.99,2016,"Sci Fi, Educational",,
13002,Qui Shui Yi Yun,Web  ,12,2.99,2015,"Horror, Mystery",,
13003,Felix x Kamiusagi Rope,Web  ,5,2.99,2017,"Comedy, Slice of Life",,
13004,Radwimps: Jikkyou Chuukei,Music,0,2.99,2014,Abstract,,
13005,Mameshiba: Music Clip,Web  ,1,2.99,2019,"Animal Protagonists, Dogs",,
13006,A.F.R.O: Wonderland (Satoru Ver.),Music,0,2.99,2013,Abstract,,
13007,Tobacco wa Dasai,Web  ,1,2.99,2014,"Slice of Life, Educational",,
13008,Vampillia: Ice Fist,Music,0,2.99,2014,"Abstract, Black and White",,
13009,MUSIC FROM THE MARS: Ascension from the Hell,Music,0,2.99,2008,Abstract,,
13010,Go! Go! Kadendanshi,Web  ,78,2.99,2013,"Comedy, Short Episodes",,DLE
13011,Samurai Gun Special,DVD S,0,2.99,2005,"Action, Seinen",,Studio Egg
13012,Mattia Coletti & Oh Shu: 6 Songs,Music,0,2.99,2016,"Abstract, Black and White",,
13013,Uchicomi! x Taka no Tsume,Web  ,4,2.99,2019,"Comedy, Commercials",,DLE
13014,Da Wei Bei Ken Zhi Daomei Tegong Xiong,Movie,0,2.99,2017,"Adventure, Comedy",,
13015,Sliding Door 2,Other,0,2.99,2010,Shorts,,
13016,Handsome Kenya: Tooryanse,Music,0,2.99,2014,,,
13017,Luve Jelly CM,Other,0,2.99,2018,"Commercials, Promotional",,DLE
13018,Stand My Heroes: Piece of Truth,TV   ,12,2.99,2019,"Reverse Harem, Based on a Mobile Game",Fall ,M.S.C.
13019,"Demon Lord, ""Petit"" Retry!",Web  ,23,2.99,2019,"Comedy, Chibi",Spring,AQUA ARIS
13020,Wolverine,TV   ,12,2.99,2011,"Action, Romance",Winter,MADHOUSE
13021,Nishitesu CM: Island City,Web  ,1,2.99,2020,"Slice of Life, Commercials",,
13022,Combustible Campus Guardress,OVA  ,4,2.99,1993,"Action, Comedy",,Production I.G
13023,Irodorimidori: Outsider Requiem,Music,0,2.99,2018,"Idols, Music",,
13024,Irodorimidori: Watashi no Naka no Gensou-teki Sekaikan Oyobi Sono Kengen wo Souki Saseta Aru Genjitsu de no Dekigot,Music,0,2.99,2017,"Idols, Music",,
13025,Shirozeme x Taka no Tsume,Web  ,4,2.99,2015,"Comedy, Commercials",,DLE
13026,Queen's Blade: The Exiled Virgin,TV   ,12,2.99,2009,"Action, Ecchi",Spring,ARMS
13027,USB Lighter - Jii CM,Other,0,2.99,2019,"Comedy, Commercials",,
13028,Space Shower TV: Official Web Spot ID,Other,0,2.99,2010,"Abstract, No Dialogue",,P.I.C.S.
13029,Pac-Man and the Ghostly Adventures,TV   ,52,2.99,2013,"Comedy, Sci Fi",,OLM Digital
13030,Grey: Digital Target,Movie,0,2.99,1986,"Sci Fi, Shounen",,Ashi Productions
13031,ICE Movie,Movie,0,2.99,2008,"GL, Sci Fi",,PPM
13032,Kenshi Yonezu: vivi,Music,0,2.99,2012,Fantasy,,
13033,Destiny Child,Web  ,1,2.99,2018,"Action, Promotional",Spring,TYO Animations
13034,Kennosuke-sama,OVA  ,1,2.99,1990,"Action, Comedy",,
13035,Angel Links,TV   ,13,2.99,1999,"Action, Sci Fi",Spring,Sunrise
13036,Superflat First Love,Movie,0,2.99,2009,"Fantasy, Romance",,
13037,Yumeria,TV   ,12,2.99,2004,"Action, Comedy",Winter,Studio DEEN
13038,Kujibiki Unbalance,TV   ,12,2.99,2006,"Comedy, School Life",Summer,Ajia-do
13039,Mouse,TV   ,12,2.99,2003,"Ecchi, Harem",Winter,Studio DEEN
13040,Izumo: Flash of a Brave Sword,TV   ,12,2.99,2005,"Fantasy, Magic",Spring,Studio Kyuma
13041,Isuca,TV   ,10,2.98,2015,"Action, Comedy",Winter,ARMS
13042,Yatogame-chan Kansatsu Nikki,TV   ,12,2.98,2019,"Comedy, Shounen",Spring,Saetta
13043,Mori no e,Other,0,2.98,2011,"Art, Forest",,
13044,Sakura Internet,Other,0,2.98,2017,"Slice of Life, Promotional",,WHITE FOX
13045,Eternity: Shinya no Nurekoi Channel,TV   ,12,2.98,2020,"Romance, Adult Couples",Fall ,Seven
13046,Bavi Stock I: Hateshi Naki Hyouteki,OVA  ,1,2.98,1985,"Action, Adventure",,Kaname Productions
13047,Arabian Nights: Sinbad no Boken,Movie,0,2.98,1962,"Action, Adventure",,Toei Animation
13048,Weiss Survive R,TV   ,12,2.98,2009,"Comedy, Ecchi",Fall ,Studio Hibari
13049,Mou Hitotsu no Mirai wo.,Web  ,3,2.98,2013,"Sci Fi, Short Episodes",Fall ,Production I.G
13050,Kakko-Kawaii Sengen!,TV   ,0,2.98,2010,"Comedy, Shounen",Fall ,Gathering
13051,ClariS: Gravity,Music,0,2.98,2016,,,
13052,Marie & Gali Special,DVD S,0,2.98,2009,"Comedy, Educational",,Toei Animation
13053,Maris the Chojo,OVA  ,1,2.98,1986,"Comedy, Sci Fi",,Pierrot
13054,Babel II,TV   ,39,2.98,1973,"Action, Mecha",,Toei Animation
13055,Part Blue,Movie,0,2.98,2010,"Abstract, No Dialogue",,
13056,Promedicus CM,Other,0,2.98,2018,"Promotional, School Life",,
13057,Monster Hunter Stories: RIDE ON,TV   ,75,2.98,2016,"Action, Adventure",Fall ,David Production
13058,Queen's Blade OVA Specials,DVD S,0,2.98,2011,"Ecchi, Borderline H",,ARMS
13059,Cinterrier-jou no Hanamuko,Movie,0,2.98,1954,"Animal Protagonists, Anthropomorphic",,
13060,Usalullaby,Movie,0,2.98,2013,"Abstract, Black and White",,
13061,Haru wa Kuru,Web  ,1,2.98,2012,"Adventure, Fantasy",,Studio 4°C
13062,Angel,Other,0,2.98,2001,"Korean Animation, No Dialogue",,RG Animation Studios
13063,Jingai-san no Yome,TV   ,12,2.98,2018,"Comedy, Fantasy",Fall ,Saetta
13064,Curly,Web  ,1,2.98,2014,"Comedy, Adult Couples",,Echoes
13065,Pop Team Epic Kinen,Other,0,2.98,2018,"Comedy, Sports",,
13066,Satanika,Other,0,2.98,1998,"Shorts, Explicit Violence",,MADHOUSE
13067,Donbei x Kemurikusa,Web  ,1,2.98,2019,"Food and Beverage, Post-apocalyptic",,
13068,Overlord 6: Drama CD-tsuki Tokusou-ban - Yokoku-hen,Other,0,2.98,2014,"Fantasy, Picture Drama",,
13069,"Yasashii Fue, Tori, Ishi",Movie,0,2.98,2005,"Black and White, Music",,
13070,Tokyo Revelation,Movie,0,2.98,1995,"Action, Horror",,J.C.Staff
13071,Final Fantasy XIV x Taka no Tsume Dan: Futari no Yoshida-san,Web  ,4,2.98,2017,"Comedy, Parody",,DLE
13072,Ki de Tsukurou,Web  ,1,2.98,2013,"Animal Protagonists, Bears",,
13073,Blue Dragon,TV   ,51,2.98,2007,"Adventure, Fantasy",Spring,Pierrot
13074,Nura: Rise of the Youkai Clan Recaps,TV Sp,0,2.98,2010,"Japanese Mythology, Recap",,Studio DEEN
13075,Minion,Web  ,2,2.98,2014,"Slice of Life, Post-apocalyptic",,
13076,Pinky Monkey x FaFa Collaboration Animation: At Afternoon of Sunny Day,Web  ,1,2.98,2011,"Animal Protagonists, Bears",,
13077,Himitsukessha Taka no Tsume: Golden Spell,TV   ,12,2.98,2020,"Comedy, Parody",Fall ,DLE
13078,Heybot!,TV   ,50,2.98,2016,"Comedy, Family Friendly",Summer,BN Pictures
13079,Mndsgn: Alluptoyou,Music,0,2.98,2016,,,
13080,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,OVA  ,4,2.98,2004,Based on a Visual Novel,,Radix Ace Entertainment
13081,Final Fantasy: Unlimited,TV   ,25,2.98,2001,"Action, Adventure",Fall ,GONZO
13082,Against,Other,0,2.98,2013,Shorts,,
13083,Yoshimaho,Web  ,12,2.98,2021,"Fantasy, Childcare",Summer,DLE
13084,Zetsumetsu Kigu Shoujo: Amazing Twins,OVA  ,2,2.98,2013,"Action, Body Sharing",,Encourage Films
13085,Dinozaurs: The Series,TV   ,26,2.98,1998,"Action, Dinosaurs",,Sunrise
13086,Binchou-tan Movie,OVA  ,1,2.98,2005,"Slice of Life, Anthropomorphic",,Ishikawa Pro
13087,The North Face Japan: Gore-Tex Infinium,Web  ,1,2.98,2018,"Adventure, Commercials",,
13088,Kemono Friends: Welcome to the Japari Park 2nd Season,Web  ,12,2.98,2020,"Adventure, Fantasy",,Spring 2020
13089,Photo Kano,TV   ,13,2.98,2013,"Ecchi, Romance",Spring,MADHOUSE
